City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
179,Mount Isa,AU,-20.7333,139.5,63.45,35,24,5.88,few clouds
180,Byron Bay,AU,-28.65,153.6167,55.94,79,100,10.04,overcast clouds
181,Kyra,RU,49.5776,111.9753,58.6,80,24,2.82,few clouds
182,Jumla,NP,29.2747,82.1838,63.3,97,100,0.43,overcast clouds
183,Yinchuan,CN,38.4681,106.2731,84.51,47,32,16.4,scattered clouds
184,Viedma,AR,-40.8135,-62.9967,56.66,44,32,6.96,scattered clouds
185,Preobrazheniye,RU,42.9019,133.9064,71.22,97,100,3.67,moderate rain
186,Soe,ID,-9.8607,124.284,64.15,91,83,3.98,broken clouds
187,Kruisfontein,ZA,-34.0033,24.7314,50.72,73,25,11.56,scattered clouds
188,Dingle,PH,10.9995,122.6711,76.51,89,100,2.73,overcast clouds
189,Tsumeb,NA,-19.2333,17.7167,75.16,16,1,10.76,clear sky
190,Constitucion,CL,-35.3333,-72.4167,55.02,72,1,2.93,clear sky
191,Komsomolskiy,UZ,40.4272,71.7189,86.72,21,100,9.22,overcast clouds
192,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,72,0,17.27,clear sky
193,Agueda,PT,40.5772,-8.4444,82.4,58,0,9.91,clear sky
194,Castro,BR,-24.7911,-50.0119,69.64,34,0,4.27,clear sky
195,Raudeberg,NO,61.9875,5.1352,58.96,72,92,7.36,overcast clouds
196,Teya,RU,60.3778,92.6267,64.44,79,94,4.18,overcast clouds
197,Koping,SE,59.514,15.9926,72.18,43,64,7.23,broken clouds
198,Cherskiy,RU,68.75,161.3,52.97,61,47,9.48,scattered clouds
199,Dicabisagan,PH,17.0818,122.4157,79.77,88,100,6.73,heavy intensity rain
200,Dikson,RU,73.5069,80.5464,40.98,94,98,8.88,overcast clouds
201,Chinna Salem,IN,11.65,78.9,83.23,74,92,4.92,overcast clouds
202,Filingue,NE,14.3521,3.3168,82.31,56,100,19.93,light rain
203,Kavaratti,IN,10.5669,72.642,81.3,82,87,20.8,overcast clouds
204,Fairbanks,US,64.8378,-147.7164,57.6,93,100,3.44,light rain
205,East London,ZA,-33.0153,27.9116,59.94,58,0,12.66,clear sky
206,Banepa,NP,27.6298,85.5214,70.12,94,75,2.3,broken clouds
207,Sarankhola,BD,22.3082,89.7897,82.92,81,100,6.22,overcast clouds
208,Manzhouli,CN,49.6,117.4333,65.7,57,18,1.57,few clouds
209,Yumen,CN,40.2833,97.2,77.22,38,96,24.72,overcast clouds
210,Laguna,US,38.421,-121.4238,78.01,76,0,6.91,clear sky
211,La Baule-Escoublac,FR,47.2922,-2.364,76.66,73,0,10.36,clear sky
212,Fort Nelson,CA,58.8053,-122.7002,60.39,77,75,4.61,broken clouds
213,Concepcion Del Oro,MX,24.6333,-101.4167,65.64,49,99,3.96,overcast clouds
214,Faanui,PF,-16.4833,-151.75,78.42,71,0,24.87,clear sky
215,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,57.45,94,20,7.02,few clouds
216,Cassia,BR,-20.5831,-46.9219,85.64,21,0,3.2,clear sky
217,Leningradskiy,RU,69.3833,178.4167,45.03,71,8,6.46,clear sky
218,Tyrma,RU,50.0833,132.1667,65.05,99,40,0.72,scattered clouds
219,Paamiut,GL,61.994,-49.6678,43.68,89,43,6.64,scattered clouds
220,Bengkulu,ID,-3.8004,102.2655,76.48,90,81,3.89,broken clouds
221,Saltillo,MX,25.4167,-101.0,75.29,45,0,0.0,clear sky
222,Ozernovskiy,RU,51.5,156.5167,54.54,81,38,6.26,scattered clouds
223,Omsukchan,RU,62.5333,155.8,40.93,96,7,7.25,clear sky
224,Puerto Carreno,CO,6.189,-67.4859,84.18,74,40,3.44,scattered clouds
225,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,1.14,few clouds
226,Ladario,BR,-19.0047,-57.6017,84.49,42,0,8.05,clear sky
227,Moose Factory,CA,51.2585,-80.6094,58.98,77,100,11.5,haze
228,Weihe,CN,32.9952,105.3247,67.35,98,92,2.86,overcast clouds
229,Poum,NC,-20.2333,164.0167,71.01,75,100,8.03,overcast clouds
230,Taltal,CL,-25.4,-70.4833,63.07,69,1,7.0,clear sky
231,Saint George,US,37.1041,-113.5841,75.79,73,0,3.44,clear sky
232,Machinga,MW,-15.1685,35.3,70.25,40,9,3.87,clear sky
233,Chandla,IN,25.0833,80.2,88.12,59,100,6.33,light rain
234,Longyearbyen,SJ,78.2186,15.6401,51.64,71,0,3.44,clear sky
235,Forestville,US,38.8451,-76.875,86.86,62,20,6.91,few clouds
236,Hereford,GB,52.0568,-2.7148,74.62,79,87,6.35,overcast clouds
237,Hobyo,SO,5.3505,48.5268,76.98,79,3,26.55,clear sky
238,Surt,LY,31.2089,16.5887,85.46,60,0,10.56,clear sky
239,Buala,SB,-8.145,159.5921,79.93,82,4,9.55,clear sky
240,Canmore,CA,51.0834,-115.3521,71.67,63,11,8.05,few clouds
241,Progreso,MX,21.2833,-89.6667,82.51,62,83,8.08,broken clouds
242,Sao Domingos,BR,-13.3983,-46.3183,91.78,14,39,6.51,scattered clouds
243,Salalah,OM,17.0151,54.0924,78.89,83,75,11.5,broken clouds
244,Asosa,ET,10.0667,34.5333,60.94,98,100,2.26,overcast clouds
245,Kenai,US,60.5544,-151.2583,57.09,93,100,4.61,overcast clouds
246,Skovorodino,RU,53.9833,123.9167,60.24,96,97,0.87,overcast clouds
247,Yichang,CN,30.7144,111.2847,79.05,85,16,1.59,few clouds
248,Lethem,GY,3.3803,-59.7968,78.85,83,20,11.5,few clouds
249,Jiangyou,CN,31.7667,104.7167,74.71,89,99,3.76,overcast clouds
250,Dalvik,IS,65.9702,-18.5286,53.53,95,100,7.31,overcast clouds
251,Sechura,PE,-5.5569,-80.8222,71.1,62,32,7.2,scattered clouds
252,San Juan Del Sur,NI,11.2529,-85.8705,79.02,89,75,6.91,broken clouds
253,Znamenka,RU,52.4167,41.4311,71.13,51,95,6.15,overcast clouds
254,Necochea,AR,-38.5473,-58.7368,58.96,59,100,4.9,overcast clouds
255,Gazli,UZ,40.1333,63.45,91.27,21,9,14.25,clear sky
256,Shache,CN,38.4167,77.2406,83.73,22,75,5.41,broken clouds
257,Iberia,US,29.9502,-91.7507,89.06,70,20,6.91,few clouds
258,Iqaluit,CA,63.7506,-68.5145,49.73,81,75,4.61,broken clouds
259,Tessalit,ML,20.1986,1.0114,106.39,11,76,10.33,broken clouds
260,Lucapa,AO,-8.4192,20.7447,86.5,18,0,2.46,clear sky
261,Ponnani,IN,10.767,75.9252,76.32,91,100,8.86,overcast clouds
262,Karaton,ID,-6.3424,106.1045,74.19,90,2,2.91,clear sky
263,Keflavik,IS,64.0049,-22.5624,52.23,76,75,16.11,broken clouds
264,Clyde River,CA,70.4692,-68.5914,35.83,100,100,8.05,fog
265,Ibotirama,BR,-12.1853,-43.2206,97.39,19,7,2.04,clear sky
266,Piacabucu,BR,-10.4056,-36.4344,80.04,69,27,10.87,scattered clouds
267,Bambous Virieux,MU,-20.3428,57.7575,71.22,73,40,13.8,scattered clouds
268,Chokurdakh,RU,70.6333,147.9167,57.2,71,70,5.48,broken clouds
269,Sagar,IN,23.8333,78.7167,80.17,73,100,8.16,overcast clouds
270,Camacha,PT,33.0833,-16.3333,72.82,64,20,18.41,few clouds
271,Airai,TL,-8.9266,125.4092,57.49,92,91,3.33,overcast clouds
272,Gazanjyk,TM,39.2446,55.5154,95.56,29,99,12.71,overcast clouds
273,Conroe,US,30.3119,-95.456,90.79,68,100,1.01,overcast clouds
274,Saint Anthony,US,45.0205,-93.218,79.88,66,0,19.57,clear sky
275,Adrar,MR,20.5022,-10.0711,98.8,25,0,4.59,clear sky
276,Norman Wells,CA,65.282,-126.8329,60.84,63,20,11.5,few clouds
277,Nuuk,GL,64.1835,-51.7216,48.81,76,20,11.5,few clouds
278,Porto Novo,BJ,6.4965,2.6036,78.62,76,96,13.27,overcast clouds
279,Lakselv,NO,70.0513,24.9718,60.62,72,75,6.91,broken clouds
280,San Cristobal,VE,7.7669,-72.225,78.98,53,54,7.25,broken clouds
281,Andros Town,BS,24.7,-77.7667,84.85,71,25,16.96,scattered clouds
282,Westport,US,41.1415,-73.3579,85.71,51,87,1.99,overcast clouds
283,Kihei,US,20.785,-156.4656,78.84,77,40,13.8,scattered clouds
284,Muros,ES,42.7762,-9.0603,98.69,43,0,15.01,clear sky
285,Ngunguru,NZ,-35.6167,174.5,49.06,77,30,8.66,scattered clouds
286,Kikwit,CD,-5.041,18.8162,93.47,20,3,0.29,clear sky
287,Vao,NC,-22.6667,167.4833,69.15,77,99,23.91,overcast clouds
288,Albion,US,42.2431,-84.753,80.85,55,40,5.75,scattered clouds
289,Mabaruma,GY,8.2,-59.7833,84.2,74,75,4.61,broken clouds
290,Aviles,ES,43.5547,-5.9248,79.38,77,75,8.99,broken clouds
291,Togitsu,JP,32.8333,129.85,83.98,79,96,15.77,light rain
292,Waikuku,NZ,-43.3,172.6833,36.01,86,6,6.6,clear sky
293,Tommot,RU,58.9564,126.2925,69.22,68,98,4.81,overcast clouds
294,Seoul,KR,37.5683,126.9778,78.37,97,100,6.91,light rain
295,Bara,NG,10.3744,10.7288,88.66,47,14,2.48,few clouds
296,Mehamn,NO,71.0357,27.8492,60.75,77,75,9.22,broken clouds
297,La Ronge,CA,55.1001,-105.2842,61.05,72,100,8.05,overcast clouds
298,Urgut,UZ,39.4022,67.2431,76.62,39,41,8.12,scattered clouds
299,Madimba,TZ,-10.4,40.3333,73.24,79,26,7.38,scattered clouds
300,Bowen,AU,-20.0167,148.2333,63.32,86,100,8.63,overcast clouds
301,Mayumba,GA,-3.432,10.6554,73.65,84,34,11.36,scattered clouds
302,Kartaly,RU,53.0522,60.6467,66.47,67,68,5.88,broken clouds
303,Rawson,AR,-43.3002,-65.1023,49.33,58,94,7.2,overcast clouds
304,Mecca,SA,21.4267,39.8261,95.63,24,11,10.58,few clouds
305,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,60,17,9.53,few clouds
306,Liuhe,CN,42.2401,125.7172,70.21,95,97,3.65,overcast clouds
307,Alofi,NU,-19.0595,-169.9187,75.09,88,7,6.91,clear sky
308,Batagay-Alyta,RU,67.8006,130.4114,59.5,90,70,3.2,light rain
309,Samarai,PG,-10.6167,150.6667,79.29,82,35,12.21,scattered clouds
310,Osorno,CL,-40.5667,-73.15,46.26,87,100,0.0,overcast clouds
311,Sioux Lookout,CA,50.1001,-91.917,66.27,94,100,4.61,overcast clouds
312,Tigre,AR,-34.426,-58.5796,64.06,66,0,9.22,clear sky
313,Gazojak,TM,41.1875,61.4036,90.09,23,54,17.65,broken clouds
314,Dakoro,NE,14.5106,6.765,81.7,60,83,12.39,broken clouds
315,Vardo,NO,70.3705,31.1107,53.28,98,41,10.36,scattered clouds
316,Valdemarpils,LV,57.3707,22.5919,65.23,59,100,4.7,overcast clouds
317,Murgab,TM,37.4966,61.9714,96.67,19,0,4.61,clear sky
318,Vayalar,IN,9.7,76.3333,81.01,88,100,9.28,overcast clouds
319,Dawlatabad,AF,36.4141,64.9053,88.74,17,1,10.09,clear sky
320,Coquimbo,CL,-29.9533,-71.3436,55.13,71,100,3.44,overcast clouds
321,Harper,LR,4.375,-7.7169,77.27,75,87,11.03,overcast clouds
322,Lasa,IT,46.6166,10.7002,81.7,53,90,4.0,overcast clouds
323,Midrand,ZA,-25.9636,28.1378,67.39,37,47,3.44,scattered clouds
324,Moyale,KE,3.5167,39.0584,73.17,52,100,9.26,overcast clouds
325,Cabedelo,BR,-6.9811,-34.8339,83.07,79,60,15.7,broken clouds
326,Atar,MR,20.5169,-13.0499,98.65,19,40,4.61,scattered clouds
327,Diffa,NE,13.3154,12.6113,92.08,35,76,7.43,broken clouds
328,Ati,TD,13.2154,18.3353,88.79,45,94,5.14,light rain
329,Basco,PH,20.4487,121.9702,82.35,83,100,8.21,overcast clouds
330,Nichinan,JP,31.6,131.3667,79.97,92,96,13.35,overcast clouds
331,Tuktoyaktuk,CA,69.4541,-133.0374,50.0,81,40,10.36,scattered clouds
332,Dodge City,US,37.7528,-100.0171,81.23,74,0,10.36,clear sky
333,Mount Vernon,US,40.9126,-73.8371,86.14,49,75,5.75,broken clouds
334,Padang,ID,-0.9492,100.3543,78.37,87,67,2.93,moderate rain
335,Broome,US,42.2506,-75.833,78.69,61,20,4.61,few clouds
336,Tiarei,PF,-17.5333,-149.3333,73.42,72,63,28.54,broken clouds
337,Grand Bank,CA,47.0999,-55.765,70.99,83,0,23.31,clear sky
338,Puerto El Triunfo,SV,13.2833,-88.55,86.92,59,97,1.21,overcast clouds
339,Nambucca Heads,AU,-30.65,153.0,60.17,75,99,9.55,light rain
340,Morrope,PE,-6.5417,-80.0111,64.51,62,87,7.72,overcast clouds
341,Katobu,ID,-4.9408,122.5276,74.16,95,80,5.5,broken clouds
342,Narsaq,GL,60.9167,-46.05,52.02,69,91,4.81,overcast clouds
343,Chunoyar,RU,57.4467,97.3217,65.26,96,100,2.28,light rain
344,Ganzhou,CN,28.8184,115.4327,80.56,70,26,3.44,scattered clouds
345,Puerto Madryn,AR,-42.7692,-65.0385,51.37,62,76,10.13,broken clouds
346,Mbeya,TZ,-8.9,33.45,62.83,69,56,5.91,broken clouds
347,Palora,EC,-1.7,-77.9333,78.91,51,49,3.85,scattered clouds
348,Mingguang,CN,32.7802,117.9638,78.51,89,4,1.39,clear sky
