City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Svetlyy,RU,54.675,20.1347,64.45,93,100,11.36,overcast clouds
350,Molochnoye,RU,59.2917,39.6787,63.99,71,30,6.15,scattered clouds
351,Kahului,US,20.8947,-156.47,78.84,75,40,13.8,scattered clouds
352,Lorengau,PG,-2.0226,147.2712,81.37,78,44,7.14,scattered clouds
353,Lengshuitan,CN,26.4111,111.5956,81.73,61,0,3.22,clear sky
354,Yola,NG,9.2,12.4833,82.8,71,97,1.88,light rain
355,Ilhabela,BR,-23.7781,-45.3581,69.24,60,5,4.38,clear sky
356,Severo-Kurilsk,RU,50.6789,156.125,51.85,91,63,10.92,broken clouds
357,Amnat Charoen,TH,15.9167,104.75,80.2,77,68,3.98,broken clouds
358,Gwanda,ZW,-20.9333,29.0,70.2,14,4,7.43,clear sky
359,Shamary,RU,57.3434,58.2199,60.85,95,85,1.3,light rain
360,Hamilton,US,39.1834,-84.5333,73.99,90,100,9.22,overcast clouds
361,Bachaquero,VE,9.9694,-71.1494,87.8,61,92,6.4,overcast clouds
362,Kunming,CN,25.0389,102.7183,60.73,100,0,4.47,clear sky
363,Hennebont,FR,47.8051,-3.2734,80.04,69,40,17.27,scattered clouds
364,Nalut,LY,30.3333,10.85,99.27,10,0,13.18,clear sky
365,Pozo Colorado,PY,-23.4923,-58.7972,84.34,24,1,4.65,clear sky
366,Ancud,CL,-41.8697,-73.8203,44.22,75,100,3.53,overcast clouds
367,Bereda,ES,43.2686,-7.5406,78.15,72,0,7.85,clear sky
368,Lichinga,MZ,-13.3128,35.2406,69.89,46,20,11.5,few clouds
369,Tsagan Aman,RU,47.5639,46.7218,85.73,35,73,5.97,broken clouds
370,Gobabis,NA,-22.45,18.9667,71.74,15,62,12.55,broken clouds
371,Imeni Babushkina,RU,59.7573,43.1285,62.51,84,54,4.5,broken clouds
372,Zhigalovo,RU,54.8097,105.1578,62.04,98,92,3.74,overcast clouds
373,Dondo,MZ,-19.6094,34.7431,68.05,78,5,7.61,clear sky
374,Grindavik,IS,63.8424,-22.4338,52.27,76,75,16.11,broken clouds
375,Aloleng,PH,16.1307,119.7824,80.65,83,100,8.32,overcast clouds
376,Khasan,RU,42.4308,130.6434,72.43,99,100,5.66,moderate rain
377,Avera,US,33.194,-82.5271,89.11,42,0,11.32,clear sky
378,Akdepe,TM,42.0551,59.3788,93.29,28,95,17.65,overcast clouds
379,Fortuna,US,40.5982,-124.1573,61.66,89,75,0.0,broken clouds
380,Beloha,MG,-25.1667,45.05,69.12,77,21,7.58,few clouds
381,Moravske Budejovice,CZ,49.0521,15.8086,79.95,43,41,13.4,scattered clouds
382,Nacala,MZ,-14.5428,40.6728,72.9,72,3,6.49,clear sky
383,Cayenne,GF,4.9333,-52.3333,89.64,17,75,9.22,broken clouds
384,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,75,6.91,broken clouds
385,Edd,ER,13.9297,41.6925,90.28,63,100,7.23,overcast clouds
386,Bakersfield,US,35.3733,-119.0187,89.13,46,0,4.61,clear sky
387,Labuhan,ID,-6.8844,112.2051,78.17,79,81,6.71,broken clouds
388,Umm Bab,QA,25.2142,50.8072,96.1,53,53,10.74,broken clouds
389,Katiola,CI,8.1333,-5.1,84.83,54,77,4.61,broken clouds
390,Talaya,RU,61.3833,152.75,51.8,82,100,7.47,overcast clouds
391,Cervo,ES,43.6702,-7.4101,69.96,83,14,12.82,few clouds
392,Umm Lajj,SA,25.0213,37.2685,88.3,58,88,11.14,overcast clouds
393,Antalaha,MG,-14.9003,50.2788,69.55,87,2,8.63,clear sky
394,Haimen,CN,23.1935,116.6142,80.49,85,2,8.95,clear sky
395,Kjollefjord,NO,70.9457,27.3465,60.62,77,75,9.22,broken clouds
396,Storsteinnes,NO,69.2408,19.2344,70.45,46,94,3.0,overcast clouds
397,Iquitos,PE,-3.7481,-73.2472,84.24,74,75,9.22,broken clouds
398,Bonavista,CA,48.6499,-53.1147,66.96,66,1,5.17,clear sky
399,Hvolsvollur,IS,63.7533,-20.2243,54.27,64,78,12.86,broken clouds
400,Flinders,AU,-34.5833,150.8552,58.05,68,100,8.99,overcast clouds
401,Bongor,TD,10.2806,15.3722,82.6,66,100,4.65,overcast clouds
402,Kamloops,CA,50.6665,-120.3192,74.57,42,0,2.3,clear sky
403,Dire,ML,12.2833,-10.9667,84.18,71,62,5.64,light rain
404,Dabhoi,IN,22.1833,73.4333,85.93,75,76,11.41,broken clouds
405,Pisco,PE,-13.7,-76.2167,61.02,82,100,3.44,mist
406,Koulikoro,ML,14.0,-7.75,90.36,43,53,10.94,broken clouds
407,Naze,JP,28.3667,129.4833,79.72,89,93,27.36,overcast clouds
408,Chichawatni,PK,30.5333,72.7,87.53,70,90,7.7,heavy intensity rain
409,Xining,CN,36.6167,101.7667,61.5,80,65,2.62,light rain
410,Male,MV,4.1748,73.5089,80.55,83,100,26.46,overcast clouds
411,Plettenberg Bay,ZA,-34.0527,23.3716,54.0,65,50,6.71,scattered clouds
412,Inirida,CO,3.8653,-67.9239,81.01,81,51,2.39,broken clouds
413,Soyaux,FR,45.65,0.2,91.22,29,0,8.05,clear sky
414,Kerchevskiy,RU,59.946,56.2884,63.25,94,100,4.05,moderate rain
415,Santa Maria,BR,-29.6842,-53.8069,52.9,100,75,2.3,broken clouds
416,Havelock,US,34.8791,-76.9013,84.94,92,75,4.61,thunderstorm
417,Sur,OM,22.5667,59.5289,90.3,58,47,7.58,scattered clouds
418,Hualmay,PE,-11.0964,-77.6139,65.08,72,62,8.43,broken clouds
419,Pangkalanbuun,ID,-2.6833,111.6167,72.37,96,100,2.35,overcast clouds
420,La Masica,HN,15.6167,-87.1167,83.93,61,100,3.87,overcast clouds
421,Guerrero Negro,MX,27.9769,-114.0611,76.8,55,12,6.15,few clouds
422,Brosteni,RO,47.2333,25.7,64.94,87,100,2.82,overcast clouds
423,Le Port,RE,-20.9373,55.2919,70.25,70,42,6.98,scattered clouds
424,Estrela,BR,-28.0611,-50.9383,63.3,44,4,4.99,clear sky
425,Cedral,MX,23.8,-100.7333,69.55,54,40,4.92,scattered clouds
426,Niteroi,BR,-22.8833,-43.1036,79.2,59,75,6.91,broken clouds
427,Boguchar,RU,49.9358,40.545,79.43,35,9,9.13,clear sky
428,Komatipoort,ZA,-25.4332,31.9548,73.06,71,18,13.71,few clouds
429,Copperas Cove,US,31.1241,-97.9031,90.36,52,0,10.36,clear sky
430,Nome,US,64.5011,-165.4064,44.67,81,0,4.61,clear sky
431,Pishin,PK,30.5803,66.9961,84.65,33,8,7.36,clear sky
432,Puri,IN,19.8,85.85,84.72,77,100,12.48,overcast clouds
433,Bud,US,39.447,-86.1758,80.02,77,25,6.22,scattered clouds
434,Meulaboh,ID,4.1363,96.1285,78.06,86,80,3.87,moderate rain
435,Tuy Hoa,VN,13.0833,109.3,78.82,89,100,4.85,overcast clouds
436,Arambagh,IN,22.8833,87.7833,87.46,67,100,9.98,overcast clouds
437,Kismayo,SO,-0.3582,42.5454,76.3,82,10,14.27,clear sky
438,Hofn,IS,64.2539,-15.2082,59.02,58,40,18.41,scattered clouds
439,Vilhena,BR,-12.7406,-60.1458,84.42,39,0,12.66,clear sky
440,Benguela,AO,-12.5763,13.4055,70.5,71,1,7.49,clear sky
441,Sabang,ID,5.8933,95.3214,82.49,76,16,16.08,few clouds
442,Great Bend,US,38.3645,-98.7648,77.13,83,75,10.36,broken clouds
443,Saltpond,GH,5.2091,-1.0606,74.84,84,100,14.54,overcast clouds
444,Porbandar,IN,21.6422,69.6093,82.2,78,79,14.23,broken clouds
445,San Patricio,US,28.017,-97.5169,89.85,44,3,10.29,clear sky
446,Yarmouth,US,41.7057,-70.2286,84.15,55,0,8.05,clear sky
447,Bijie,CN,27.3125,105.2942,64.31,90,22,4.7,few clouds
448,Henties Bay,NA,-22.116,14.2845,55.45,78,15,10.45,few clouds
449,Ratangarh,IN,28.0833,74.6,86.9,61,98,14.76,overcast clouds
450,Teguldet,RU,57.3064,88.1667,63.91,96,16,3.0,few clouds
451,Karuri,KE,-0.7,37.1833,71.26,57,99,4.54,overcast clouds
452,Guangzhou,CN,23.1167,113.25,89.87,56,5,9.48,clear sky
453,Monroe,US,43.1501,-77.6831,81.91,61,75,3.44,broken clouds
454,Coahuayana,MX,18.7333,-103.6833,87.87,57,79,1.25,broken clouds
455,Yakeshi,CN,49.2833,120.7333,62.17,87,52,1.95,broken clouds
456,Kudahuvadhoo,MV,2.6708,72.8944,78.1,85,100,29.75,light rain
457,Saint-Pierre,RE,-21.3393,55.4781,69.91,77,20,6.91,few clouds
458,Butterworth,MY,5.3991,100.3638,84.24,87,20,0.0,light rain
459,Ariquemes,BR,-9.9133,-63.0408,95.2,23,2,3.78,clear sky
460,Kavarna,BG,43.4333,28.3333,80.28,77,66,10.74,broken clouds
461,Medvedka,RU,61.1629,46.387,63.25,92,88,2.48,overcast clouds
462,Minas,UY,-34.3759,-55.2377,60.93,59,93,4.32,overcast clouds
463,Acajutla,SV,13.5928,-89.8275,85.08,63,83,4.27,broken clouds
464,Mantua,IT,45.1667,10.7833,95.09,42,0,3.0,clear sky
465,Cabra,ES,37.4725,-4.4421,102.69,11,0,12.17,clear sky
466,Dandong,CN,40.1292,124.3947,74.71,93,100,3.15,overcast clouds
467,El Carrizo,MX,24.0261,-106.8814,80.19,76,100,3.15,overcast clouds
468,Inhambane,MZ,-23.865,35.3833,75.18,73,20,6.91,few clouds
469,Sarangani,PH,5.4033,125.4636,82.62,75,100,10.96,overcast clouds
470,Gravdal,NO,68.1214,13.5031,60.69,82,75,4.61,broken clouds
471,Mapiripan,CO,2.8892,-72.1256,82.9,72,47,3.06,scattered clouds
472,Barbalha,BR,-7.3111,-39.3042,85.8,54,75,9.22,broken clouds
473,Pacific Grove,US,36.6177,-121.9166,63.21,93,20,1.99,few clouds
474,Prince Rupert,CA,54.3161,-130.3201,58.69,100,100,5.75,mist
475,Leshukonskoye,RU,64.8989,45.7622,62.04,95,98,7.11,moderate rain
476,Wajima,JP,37.4,136.9,81.19,80,70,5.77,broken clouds
477,Quatre Cocos,MU,-20.2078,57.7625,71.1,72,48,17.67,light rain
478,Acapulco,MX,16.8634,-99.8901,84.72,67,69,4.34,broken clouds
479,Gaoua,BF,10.2992,-3.2508,84.24,62,99,5.7,light rain
480,Port Hedland,AU,-20.3167,118.5667,72.0,58,24,3.04,few clouds
481,Manavalakurichi,IN,8.1333,77.3,79.36,86,81,11.74,broken clouds
482,Paraiso,CR,9.8383,-83.8656,73.89,99,73,5.95,broken clouds
483,Balkanabat,TM,39.5108,54.3671,89.91,39,89,11.25,overcast clouds
484,Santiago De Chuco,PE,-8.15,-78.1833,63.43,35,1,2.89,clear sky
485,Praia Da Vitoria,PT,38.7333,-27.0667,79.75,69,20,5.99,few clouds
486,Udankudi,IN,8.4333,78.0167,82.17,77,95,17.83,light rain
487,Santa Isabel,BR,-23.3156,-46.2214,63.7,34,7,1.23,clear sky
488,Gamba,GA,-2.65,10.0,76.51,74,63,10.25,broken clouds
489,Debica,PL,50.0515,21.4114,65.5,95,100,14.09,overcast clouds
490,Dewas,IN,22.9667,76.0667,75.38,81,97,7.87,overcast clouds
491,Dingzhou,CN,38.5131,114.9956,78.91,77,0,2.46,clear sky
492,Nisia Floresta,BR,-6.0911,-35.2086,80.98,82,98,10.18,overcast clouds
493,Mbandaka,CD,0.0487,18.2603,83.93,53,41,2.89,scattered clouds
494,Maragogi,BR,-9.0122,-35.2225,79.92,70,43,11.36,scattered clouds
495,Kesova Gora,RU,57.5836,37.2922,63.91,58,64,4.16,broken clouds
496,Douentza,ML,14.9951,-2.9517,99.3,28,28,9.01,scattered clouds
497,Qiongshan,CN,20.0058,110.3542,80.58,94,0,2.24,clear sky
498,Korla,CN,41.7597,86.1469,84.02,32,90,11.95,overcast clouds
499,Peniche,PT,39.3558,-9.3811,93.07,75,7,8.97,clear sky
500,Tornio,FI,65.8481,24.1466,59.02,85,100,1.03,overcast clouds
501,Stulovo,RU,58.7225,50.1439,64.36,88,74,4.03,broken clouds
502,Meridian,US,43.6121,-116.3915,90.03,31,0,12.66,clear sky
503,Manokwari,ID,-0.8667,134.0833,78.71,66,100,3.36,overcast clouds
504,General Roca,AR,-39.0333,-67.5833,50.63,46,55,1.63,broken clouds
505,Grand-Santi,GF,4.25,-54.3833,90.19,50,29,3.49,scattered clouds
506,Yarada,IN,17.65,83.2667,86.32,79,40,4.61,scattered clouds
507,Axim,GH,4.8699,-2.2405,75.6,80,99,11.18,overcast clouds
508,Pinheiro,BR,-2.5214,-45.0825,83.17,81,28,4.56,moderate rain
509,Zhuhai,CN,22.2769,113.5678,87.58,79,20,8.05,few clouds
510,San Lawrenz,MT,36.0553,14.204,87.21,77,0,10.07,clear sky
511,Kaniama,CD,-7.5667,24.1833,85.48,26,5,2.13,clear sky
512,Kattivakkam,IN,13.2167,80.3167,86.09,85,65,10.87,broken clouds
513,Xiongzhou,CN,25.1167,114.3,81.27,67,4,2.1,clear sky
514,Yatou,CN,37.15,122.3833,76.08,98,100,11.18,overcast clouds
515,Sidi Ali,DZ,36.0998,0.4206,89.01,47,12,11.72,few clouds
516,Alekseyevsk,RU,57.8406,108.3492,59.25,96,72,2.86,broken clouds
517,Miramar,US,25.9873,-80.2323,91.02,69,40,16.11,scattered clouds
518,Sistranda,NO,63.7256,8.834,53.56,82,99,7.09,overcast clouds
519,Asau,RO,46.4333,26.4,72.52,79,98,5.14,light rain
520,Demidov,RU,55.2706,31.515,68.22,72,100,1.92,overcast clouds
521,Ashqelon,IL,31.6693,34.5715,86.79,58,15,7.43,few clouds
522,Chandur Bazar,IN,21.2417,77.7456,81.14,75,100,3.91,overcast clouds
523,North Bend,US,43.4065,-124.2243,62.92,97,100,0.0,overcast clouds
524,Paciran,ID,-6.8767,112.3761,78.67,78,75,7.65,broken clouds
525,Le Creusot,FR,46.8071,4.4163,86.67,24,0,7.47,clear sky
526,Namatanai,PG,-3.6667,152.4333,78.6,81,78,8.46,light rain
527,Nkhata Bay,MW,-11.6066,34.2907,70.56,70,1,3.49,clear sky
528,Wittenberge,DE,53.0,11.75,82.04,45,100,2.55,light rain
529,Kota Bahru,MY,6.1333,102.2386,78.75,83,20,0.0,thunderstorm
530,Clinton,US,42.587,-82.9199,84.0,60,40,8.05,scattered clouds
531,Kangaatsiaq,GL,68.3065,-53.4641,40.44,95,42,11.81,scattered clouds
532,Kiruna,SE,67.8557,20.2251,59.92,67,0,6.91,clear sky
533,Duluth,US,46.7833,-92.1066,80.08,56,0,23.02,clear sky
534,Ternate,ID,0.8,127.4,80.55,78,100,0.76,overcast clouds
535,Bolobo,CD,-2.1667,16.2333,88.3,34,4,4.0,clear sky
536,Haines Junction,CA,60.7522,-137.5108,51.75,93,83,4.61,broken clouds
537,Roebourne,AU,-20.7833,117.1333,69.58,66,18,2.46,few clouds
538,Bull Savanna,JM,17.8868,-77.5902,87.48,51,3,16.33,clear sky
539,Portland,US,45.5234,-122.6762,79.7,55,40,5.75,scattered clouds
540,Aitape,PG,-3.1374,142.3475,78.53,83,34,4.27,scattered clouds
541,Lakes Entrance,AU,-37.8811,147.981,44.17,72,91,6.44,overcast clouds
542,Goundi,TD,9.3627,17.366,78.4,87,88,3.74,moderate rain
543,Sangar,RU,63.9242,127.4739,66.43,79,90,10.87,overcast clouds
544,Vila Velha,BR,-20.3297,-40.2925,75.15,69,0,14.97,clear sky
545,Beckley,US,37.7782,-81.1882,70.21,92,100,4.61,mist
546,Arlit,NE,18.7369,7.3853,104.49,14,13,6.13,few clouds
547,Aklavik,CA,68.2191,-135.0107,50.0,93,40,3.44,scattered clouds
548,Isabela,PH,6.7085,121.9711,77.05,87,100,6.89,overcast clouds
549,Qandala,SO,11.472,49.8728,87.76,59,100,2.68,overcast clouds
550,Lubao,PH,14.9167,120.55,80.31,87,100,1.86,moderate rain
551,Bilma,NE,18.6853,12.9164,97.29,28,77,11.63,light rain
552,Bogatyye Saby,RU,56.0102,50.4483,66.54,83,60,5.08,broken clouds
553,Lima,PE,-12.0432,-77.0282,62.91,81,100,5.75,overcast clouds
554,Sorland,NO,67.667,12.6934,57.06,92,88,14.43,overcast clouds
555,Port Lincoln,AU,-34.7333,135.8667,51.46,78,6,11.56,clear sky
556,Boa Vista,BR,2.8197,-60.6733,84.18,74,75,6.91,broken clouds
557,Bandarbeyla,SO,9.4942,50.8122,76.33,82,93,32.17,overcast clouds
558,Bose,IT,45.4612,8.0137,91.89,34,0,6.76,clear sky
559,Inuvik,CA,68.3499,-133.7218,56.26,69,20,4.61,few clouds
560,Mozarlandia,BR,-14.7447,-50.5706,94.55,14,1,6.53,clear sky
561,Jijiang,CN,29.2906,106.2542,81.9,67,16,2.98,few clouds
562,Miles City,US,46.4083,-105.8406,72.57,56,0,0.0,clear sky
563,Camapua,BR,-19.5314,-54.0439,88.21,22,0,7.54,clear sky
564,Baturaja,ID,-4.1333,104.1667,73.78,98,61,2.37,broken clouds
565,Jacareacanga,BR,-6.2222,-57.7528,95.52,35,100,3.24,overcast clouds
566,Asmar,AF,35.0333,71.3581,78.55,77,68,2.06,broken clouds
567,Eureka,US,40.8021,-124.1637,61.93,84,94,3.76,overcast clouds
568,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,27,12.5,scattered clouds
569,Livingston,GB,55.9029,-3.5226,64.85,59,0,10.36,clear sky
570,Granadilla De Abona,ES,28.1188,-16.576,82.09,61,0,20.71,clear sky
571,Buchanan,LR,5.8808,-10.0467,78.15,72,91,9.01,overcast clouds
572,Sabha,LY,27.0377,14.4283,98.74,14,49,9.4,scattered clouds
573,Burnie,AU,-41.0667,145.9167,47.95,92,87,19.15,overcast clouds
574,Griffith,US,41.5284,-87.4237,83.05,60,20,1.99,few clouds
575,Aswan,EG,24.0934,32.907,106.9,9,0,13.8,clear sky
576,Praya,CV,14.9215,-23.5087,84.74,58,75,13.8,broken clouds
577,Auki,SB,-8.7676,160.7034,76.46,88,6,4.68,clear sky
578,Whitley Bay,GB,55.0397,-1.4471,63.81,71,100,10.11,overcast clouds
579,Farafangana,MG,-22.8167,47.8333,69.66,83,1,9.33,clear sky
580,The Pas,CA,53.8251,-101.2541,64.42,72,75,3.44,broken clouds
581,Medicine Hat,CA,50.0501,-110.6683,78.22,59,20,4.61,few clouds
582,Thinadhoo,MV,0.5333,72.9333,78.35,88,100,33.26,light rain
583,Chiredzi,ZW,-21.05,31.6667,72.52,19,9,7.07,clear sky
584,Ahipara,NZ,-35.1667,173.1667,51.12,74,10,9.24,clear sky
585,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,88.63,25,0,6.87,clear sky
586,Maarianhamina,AX,60.0973,19.9348,67.86,64,31,18.41,scattered clouds
587,Taoudenni,ML,22.6783,-3.9836,112.82,10,52,8.41,broken clouds
588,Indian Head,US,38.6001,-77.1622,87.06,68,20,4.0,haze
589,Villa Carlos Paz,AR,-31.4241,-64.4978,67.28,27,0,6.22,clear sky
590,Hermosillo,MX,29.0667,-110.9667,83.91,65,99,9.26,overcast clouds
591,Klyuchi,RU,52.2667,79.1667,65.21,91,97,0.74,moderate rain
592,Loei,TH,17.4167,101.5,66.67,89,90,2.75,overcast clouds
593,Huaihua,CN,27.5494,109.9592,78.51,81,52,1.41,broken clouds
594,Namibe,AO,-15.1961,12.1522,64.54,67,18,11.97,few clouds
595,Campo Grande,BR,-20.4428,-54.6464,85.55,26,0,9.22,clear sky
596,Omboue,GA,-1.5746,9.2618,77.43,72,53,11.07,broken clouds
597,Gweta,BW,-20.1833,25.2333,74.84,15,11,8.97,few clouds
598,Rio Gallegos,AR,-51.6226,-69.2181,39.25,56,0,8.05,clear sky
599,Dongsheng,CN,39.8161,109.9776,75.85,48,48,10.04,scattered clouds
600,Roald,NO,62.5833,6.1333,60.1,77,75,6.91,broken clouds
601,Sungaipenuh,ID,-2.0833,101.3833,65.39,96,64,2.55,broken clouds
602,Dauphin,CA,51.1494,-100.0502,62.74,94,75,13.8,broken clouds
603,Maroantsetra,MG,-15.4333,49.7333,70.09,87,19,7.11,light rain
604,Damoh,IN,23.8333,79.45,80.92,78,99,6.26,overcast clouds
605,Miandrivazo,MG,-19.5167,45.4667,78.91,46,3,8.95,clear sky
606,Luena,AO,-11.7833,19.9167,77.88,17,0,1.07,clear sky
607,Broken Hill,AU,-31.95,141.4333,45.18,71,2,8.48,clear sky
608,Abonnema,NG,4.7084,6.7931,78.85,78,97,14.27,light rain
609,Lokosovo,RU,61.1333,74.8167,58.98,58,100,10.58,overcast clouds
610,Moramanga,MG,-18.9333,48.2,56.82,99,18,2.8,few clouds
611,Veraval,IN,20.9,70.3667,81.7,81,87,13.87,overcast clouds
612,Alakurtti,RU,66.9672,30.3491,56.16,95,100,2.24,light rain
613,Baykalovo,RU,57.3981,63.7684,61.84,93,87,6.71,overcast clouds
614,Trapani,IT,37.8333,12.6667,91.24,74,20,19.57,few clouds
615,Jaen,ES,38.0,-3.5,100.26,11,0,10.89,clear sky
616,Cabo San Lucas,MX,22.8909,-109.9124,90.05,61,76,1.99,broken clouds
617,Formosa Do Rio Preto,BR,-11.0483,-45.1931,95.36,20,21,5.26,few clouds
618,Igarka,RU,67.4667,86.5833,49.78,60,4,23.31,clear sky
619,Cullen,GB,57.6904,-2.8182,64.04,63,20,10.36,few clouds
620,Thohoyandou,ZA,-22.9456,30.485,70.21,22,4,5.23,clear sky
621,Yuzhno-Kurilsk,RU,44.0306,145.8556,58.66,96,100,16.49,overcast clouds
622,Saint-Leu,RE,-21.15,55.2833,69.31,73,34,4.47,scattered clouds
623,Shingu,JP,33.7333,135.9833,77.05,89,62,4.97,broken clouds
624,Ambon,ID,-3.6954,128.1814,75.34,94,20,6.91,few clouds
625,Carutapera,BR,-1.195,-46.02,80.87,88,56,7.14,broken clouds
626,Yima,CN,34.7381,111.8839,75.81,82,0,5.1,clear sky
627,Xinpu,CN,34.5997,119.1594,77.31,93,1,2.64,clear sky
628,Nishihara,JP,26.1842,127.7558,81.68,89,20,10.36,light rain
629,Nemuro,JP,43.3236,145.575,60.67,92,91,18.68,overcast clouds
630,Swan Hill,AU,-35.3378,143.5544,43.14,96,60,9.42,broken clouds
631,Ardakan,IR,32.31,54.0175,94.55,17,0,12.64,clear sky
632,Bima,ID,-8.4667,118.7167,71.42,87,8,4.14,clear sky
633,Stornoway,GB,58.2093,-6.3865,61.03,61,40,10.36,scattered clouds
634,Anderson,US,34.5334,-82.6499,87.15,72,0,11.5,clear sky
635,Kurilsk,RU,45.2333,147.8833,52.48,94,75,10.56,broken clouds
636,Muzhi,RU,65.3667,64.6667,59.85,61,22,7.07,few clouds
637,Brae,GB,60.3964,-1.353,54.66,70,32,11.68,scattered clouds
638,Granada,ES,37.25,-3.25,95.11,12,0,16.08,clear sky
639,Sedkyrkeshch,RU,61.75,50.9167,68.45,88,75,2.24,light rain
640,Oussouye,SN,12.485,-16.5469,77.18,82,93,12.71,moderate rain
641,Moussoro,TD,13.6408,16.4901,86.54,50,95,9.75,overcast clouds
642,Port Macquarie,AU,-31.4333,152.9167,54.9,78,100,9.75,overcast clouds
643,Richards Bay,ZA,-28.783,32.0377,63.16,73,100,14.09,light rain
644,Colares,PT,38.7992,-9.4469,97.79,38,0,9.22,clear sky
645,Nyurba,RU,63.2842,118.3319,64.92,77,100,3.15,overcast clouds
646,Oistins,BB,13.0667,-59.5333,86.5,74,40,24.16,scattered clouds
647,Walvis Bay,NA,-22.9575,14.5053,58.15,67,0,10.36,clear sky
648,La Asuncion,VE,11.0333,-63.8628,71.33,100,94,13.8,overcast clouds
649,Stege,DK,54.987,12.2846,72.05,79,75,13.04,broken clouds
650,La Roche-Sur-Yon,FR,46.6667,-1.4333,82.67,44,0,13.8,clear sky
651,Soyo,AO,-6.1349,12.3689,73.8,76,11,11.56,few clouds
652,Elk City,US,35.412,-99.4043,79.02,73,75,9.22,broken clouds
653,Boueni,YT,-12.9025,45.0761,76.98,71,15,3.04,few clouds
654,Martil,MA,35.6166,-5.2752,84.16,65,40,13.8,scattered clouds
655,Llanes,ES,43.4198,-4.7549,74.86,77,1,11.52,clear sky
656,Peace River,CA,56.2501,-117.286,64.71,77,75,8.05,broken clouds
657,Touros,BR,-5.1989,-35.4608,82.69,69,23,15.68,few clouds
658,Pecos,US,31.4229,-103.4932,90.3,23,65,8.21,broken clouds
659,Viking,CA,53.1001,-111.7684,62.73,85,83,3.83,broken clouds
660,Kaa-Khem,RU,51.6833,94.7333,64.71,70,8,3.33,clear sky
661,Alindao,CF,5.0267,21.2088,74.35,86,92,3.31,overcast clouds
662,Anloga,GH,5.7947,0.8973,76.53,79,94,19.39,overcast clouds
663,Ayan,RU,56.45,138.1667,56.53,98,99,1.68,overcast clouds
664,Watsa,CD,3.0372,29.5355,66.96,93,75,1.14,moderate rain
665,Baoding,CN,38.8511,115.4903,78.53,76,1,0.87,clear sky
666,Concarneau,FR,47.875,-3.9225,75.81,71,34,13.65,scattered clouds
667,Feira De Santana,BR,-12.2667,-38.9667,82.22,50,73,5.79,broken clouds
668,Straumen,NO,63.8709,11.2999,59.0,76,94,12.19,overcast clouds
669,Chodavaram,IN,17.8333,82.95,85.84,87,100,3.09,overcast clouds
670,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.86,71,33,11.14,scattered clouds
671,Potam,MX,27.6,-110.3833,81.41,71,100,7.67,overcast clouds
672,Kazanskoye,RU,55.6448,69.235,62.94,90,35,7.02,moderate rain
673,Chabahar,IR,25.2919,60.643,83.32,85,29,5.35,scattered clouds
674,Pedernales,DO,18.0384,-71.744,90.5,53,99,10.71,overcast clouds
